152,8,Right,3,1201,1553,78
153,8,Right,4,1201,1493,78
154,8,Right,5,1201,1455,78
155,8,Right,6,1201,1416,79
156,8,Right,7,1201,1377,79
157,8,Right,8,1201,1336,79
158,8,Right,9,1201,1297,79
159,8,Right,10,1201,1259,80
160,8,Right,11,1201,1221,80
161,8,Right,12,1201,1184,80
162,8,Right,13,1201,1144,80
163,8,Right,14,1201,1107,80
164,8,Left,1,1099,1612,78
165,8,Left,2,1099,1573,78
166,8,Left,3,1099,1553,78
167,8,Left,4,1099,1493,78
168,8,Left,5,1099,1455,78
169,8,Left,6,1099,1416,79
170,8,Left,7,1099,1377,79
171,8,Left,8,1099,1336,79
172,8,Left,9,1099,1297,79
173,8,Left,10,1099,1259,80
174,8,Left,11,1099,1221,80
175,8,Left,12,1099,1184,80
176,8,Left,13,1099,1144,80
177,8,Left,14,1099,1107,80
178,9,Right,1,1075,1612,82
179,9,Right,2,1075,1573,82
180,9,Right,3,1075,1553,82
181,9,Right,4,1075,1493,83
182,9,Right,5,1075,1455,83
183,9,Right,6,1075,1416,83
184,9,Right,7,1075,1377,83
185,9,Right,8,1075,1336,83
186,9,Right,9,1075,1297,83
187,9,Right,10,1075,1259,84
188,9,Right,11,1075,1221,84
189,9,Right,12,1075,1184,84
190,9,Right,13,1075,1144,84
191,9,Right,14,1075,1107,84
192,9,Left,1,977,1611,82
193,9,Left,2,977,1572,82
194,9,Left,3,977,1533,82
195,9,Left,4,977,1379,83
196,9,Left,5,977,1340,83
197,9,Left,6,977,1303,83
198,9,Left,7,977,1262,84
199,9,Left,8,977,1225,84
200,9,Left,9,977,1186,84
201,9,Left,10,977,1147,84
202,10,Right,1,953,1611,86
203,10,Right,2,953,1572,86
204,10,Right,3,953,1533,86
205,10,Right,4,953,1379,87
206,10,Right,5,953,1340,87
207,10,Right,6,953,1303,88
208,10,Right,7,953,1262,88
209,10,Right,8,953,1225,88
210,10,Right,9,953,1186,88
211,10,Right,10,953,1147,88
212,10,Left,1,856,1611,86
213,10,Left,2,856,1572,86
214,10,Left,3,856,1533,86
215,10,Left,4,856,1379,87
216,10,Left,5,856,1340,87
217,10,Left,6,856,1303,88
218,10,Left,7,856,1262,88
219,10,Left,8,856,1225,88
220,10,Left,9,856,1186,88
221,10,Left,10,856,1147,88
222,10,Left,11,856,1108,88
223,11,Right,1,833,1611,90
224,11,Right,2,833,1572,90
225,11,Right,3,833,1533,90
226,11,Right,4,833,1379,91
227,11,Right,5,833,1340,91
228,11,Right,6,833,1303,92
229,11,Right,7,833,1262,92
230,11,Right,8,833,1225,92
231,11,Right,9,833,1186,92
232,11,Right,10,833,1147,92
233,11,Right,11,833,1108,92
234,11,Left,1,733,1611,90
235,11,Left,2,733,1572,90
236,11,Left,3,733,1533,90
237,11,Left,4,733,1340,91
238,11,Left,5,733,1303,91
239,11,Left,6,733,1262,92
240,11,Left,7,733,1225,92
241,11,Left,8,733,1186,92
242,11,Left,9,733,1147,92
243,11,Left,10,733,1108,92
244,12,Right,1,710,1611,94
245,12,Right,2,710,1572,94
246,12,Right,3,710,1533,94
247,12,Right,4,710,1340,95
248,12,Right,5,710,1303,95
249,12,Right,6,710,1262,96
250,12,Right,7,710,1225,96
251,12,Right,8,710,1186,96
252,12,Right,9,710,1147,96
253,12,Right,10,710,1108,96
254,12,Left,1,613,1612,94
255,12,Left,2,613,1573,94
256,12,Left,3,613,1534,94
257,12,Left,4,613,1493,94
258,12,Left,5,613,1455,95
259,12,Left,6,613,1418,95
260,12,Left,7,613,1378,96
261,12,Left,8,613,1336,96
262,12,Left,9,613,1298,96
263,12,Left,10,613,1259,96
264,12,Left,11,613,1222,96
265,12,Left,12,613,1186,96
266,12,Left,13,613,1144,96
267,12,Left,14,613,1107,96
268,13,Right,1,590,1612,98
269,13,Right,2,590,1573,98
270,13,Right,3,590,1534,98
271,13,Right,4,590,1493,98
272,13,Right,5,590,1455,98
273,13,Right,6,590,1418,99
274,13,Right,7,590,1378,99
275,13,Right,8,590,1336,99
276,13,Right,9,590,1298,99
277,13,Right,10,590,1259,100
278,13,Right,11,590,1222,100
279,13,Right,12,590,1186,100
280,13,Right,13,590,1144,100
281,13,Right,14,590,1107,100
282,13,Left,1,490,1612,98
283,13,Left,2,490,1573,98
284,13,Left,3,490,1534,98
285,13,Left,4,490,1493,98
286,13,Left,5,490,1455,98
287,13,Left,6,490,1418,99
288,13,Left,7,490,1378,99
289,13,Left,8,490,1336,99
290,13,Left,9,490,1298,99
291,13,Left,10,490,1259,100
292,13,Left,11,490,1222,100
293,13,Left,12,490,1186,100
294,13,Left,13,490,1144,100
295,13,Left,14,490,1107,100
296,14,Right,1,470,1612,102
297,14,Right,2,470,1573,102
298,14,Right,3,470,1534,102
299,14,Right,4,470,1493,102
300,14,Right,5,470,1455,102
301,14,Right,6,470,1418,103
302,14,Right,7,470,1378,103
303,14,Right,8,470,1336,103
304,14,Right,9,470,1298,103
305,14,Right,10,470,1259,104
306,14,Right,11,470,1222,104
307,14,Right,12,470,1186,104
308,14,Right,13,470,1144,104
309,14,Right,14,470,1107,104
310,14,Left,1,370,1612,102
311,14,Left,2,370,1573,102
312,14,Left,3,370,1534,102
313,14,Left,4,370,1493,102
314,14,Left,5,370,1455,102
315,14,Left,6,370,1418,103
316,14,Left,7,370,1378,103
317,14,Left,8,370,1336,103
318,14,Left,9,370,1298,103
319,14,Left,10,370,1259,104
320,14,Left,11,370,1222,104
321,14,Left,12,370,1186,104
322,14,Left,13,370,1144,104
323,14,Left,14,370,1107,104
324,15,Right,1,350,1612,106
325,15,Right,2,350,1573,106
326,15,Right,3,350,1534,106
327,15,Right,4,350,1493,106
328,15,Right,5,350,1455,106
329,15,Right,6,350,1418,107
330,15,Right,7,350,1378,107
331,15,Right,8,350,1336,107
332,15,Right,9,350,1298,107
333,15,Right,10,350,1259,108
334,15,Right,11,350,1222,108
335,15,Right,12,350,1186,108
336,15,Right,13,350,1144,108
337,15,Right,14,350,1107,108
338,15,Left,1,235,1544,106
339,15,Left,2,235,1414,107
340,15,Left,3,235,1290,107
341,15,Left,4,235,1170,108
342,16,Right,1,200,1544,110
343,16,Right,2,200,1414,111
344,16,Right,3,200,1290,111
345,16,Right,4,200,1170,112
346,16,Left,1,134,1866,109
347,16,Left,2,70,1722,109
348,16,Left,3,70,1514,110
349,16,Left,4,70,1355,111
350,16,Left,5,70,1241,112
351,16,Left,6,70,1180,112
352,16,Left,7,70,1140,112
353,17,Right,1,1967,920,48
354,17,Right,2,1967,740,49
355,17,Right,3,1967,550,50
356,17,Left,1,1870,908,48
357,17,Left,2,1870,785,49
358,17,Left,3,1870,580,50
359,18,Right,1,1845,760,53
360,18,Right,2,1845,550,55
361,18,Left,1,1750,910,53
362,18,Left,2,1750,730,54
363,18,Left,3,1750,540,55
364,19,Right,1,1720,806,58
365,19,Right,2,1720,620,59
366,19,Right,3,1720,530,60
367,19,Left,1,1634,923,58
368,19,Left,2,1634,887,58
369,19,Left,3,1634,847,58
370,19,Left,4,1634,807,58
371,19,Left,5,1634,767,59
372,19,Left,6,1634,727,59
373,19,Left,7,1634,694,59
374,19,Left,8,1634,657,59
375,19,Left,9,1634,613,60
376,19,Left,10,1634,575,60
377,19,Left,11,1634,536,60
378,19,Left,12,1634,497,60
379,20,Right,1,1605,923,63
380,20,Right,2,1605,887,63
381,20,Right,3,1605,847,63
382,20,Right,4,1605,807,63
383,20,Right,5,1605,767,64
384,20,Right,6,1605,727,64
385,20,Right,7,1605,694,64
386,20,Right,8,1605,657,64
387,20,Right,9,1605,613,65
388,20,Right,10,1605,575,65
389,20,Right,11,1605,536,65
390,20,Right,12,1605,497,65
391,20,Left,1,1513,923,63
392,20,Left,2,1513,887,63
393,20,Left,3,1513,847,63
394,20,Left,4,1513,807,63
395,20,Left,5,1513,767,64
396,20,Left,6,1513,727,64
397,20,Left,7,1513,694,64
398,20,Left,8,1513,657,64
399,20,Left,9,1513,613,65
400,20,Left,10,1513,575,65
401,20,Left,11,1513,536,65
402,20,Left,12,1513,497,65
403,21,Right,1,1484,923,68
404,21,Right,2,1484,887,68
405,21,Right,3,1484,847,68
406,21,Right,4,1484,807,68
407,21,Right,5,1484,767,69
408,21,Right,6,1484,727,69
409,21,Right,7,1484,694,69
410,21,Right,8,1484,657,69
411,21,Right,9,1484,613,70
412,21,Right,10,1484,575,70
413,21,Right,11,1484,536,70
414,21,Right,12,1484,497,70
415,21,Left,1,1393,936,68
416,21,Left,2,1393,897,68
417,21,Left,3,1393,857,68
418,21,Left,4,1393,819,68
419,21,Left,5,1393,781,69
420,21,Left,6,1393,742,69
421,21,Left,7,1393,703,69
422,21,Left,8,1393,664,69
423,21,Left,9,1393,627,69
424,21,Left,10,1393,586,70
425,21,Left,11,1393,548,70
426,21,Left,12,1393,509,70
427,21,Left,13,1393,472,70
428,22,Right,1,1364,936,73
429,22,Right,2,1364,897,73
430,22,Right,3,1364,857,73
431,22,Right,4,1364,819,73
432,22,Right,5,1364,781,74
433,22,Right,6,1364,742,74
434,22,Right,7,1364,703,74
435,22,Right,8,1364,664,74
436,22,Right,9,1364,627,74
437,22,Right,10,1364,586,75
438,22,Right,11,1364,548,75
439,22,Right,12,1364,509,75
440,22,Right,13,1364,472,75
441,22,Left,1,1272,936,73
442,22,Left,2,1272,897,73
443,22,Left,3,1272,857,73
444,22,Left,4,1272,819,73
445,22,Left,5,1272,781,74
446,22,Left,6,1272,742,74
447,22,Left,7,1272,703,74
448,22,Left,8,1272,664,74
449,22,Left,9,1272,627,74
450,22,Left,10,1272,586,75
451,22,Left,11,1272,548,75
452,22,Left,12,1272,509,75
453,22,Left,13,1272,472,75
454,23,Right,1,1243,936,114
455,23,Right,2,1243,897,114
456,23,Right,3,1243,857,114
457,23,Right,4,1243,819,114
458,23,Right,5,1243,781,115
459,23,Right,6,1243,742,115
460,23,Right,7,1243,703,115
461,23,Right,8,1243,664,115
462,23,Right,9,1243,627,115
463,23,Right,10,1243,586,116
464,23,Right,11,1243,548,116
465,23,Right,12,1243,509,116
466,23,Right,13,1243,472,116
467,23,Left,1,1150,936,114
468,23,Left,2,1150,897,114
469,23,Left,3,1150,857,114
470,23,Left,4,1150,819,114
471,23,Left,5,1150,781,115
472,23,Left,6,1150,742,115
473,23,Left,7,1150,703,115
474,23,Left,8,1150,664,115
475,23,Left,9,1150,627,115
476,23,Left,10,1150,586,116
477,23,Left,11,1150,548,116
478,23,Left,12,1150,509,116
479,23,Left,13,1150,472,116
480,24,Right,1,1125,936,119
481,24,Right,2,1125,897,119
482,24,Right,3,1125,857,119
483,24,Right,4,1125,819,119
484,24,Right,5,1125,781,120
485,24,Right,6,1125,742,120
486,24,Right,7,1125,703,120
487,24,Right,8,1125,664,120
488,24,Right,9,1125,627,120
489,24,Right,10,1125,586,121
490,24,Right,11,1125,548,121
491,24,Right,12,1125,509,121
492,24,Right,13,1125,472,121
493,24,Left,1,1032,936,119
494,24,Left,2,1032,897,119
495,24,Left,3,1032,857,119
496,24,Left,4,1032,819,119
497,24,Left,5,1032,781,120
498,24,Left,6,1032,742,120
499,24,Left,7,1032,703,120
500,24,Left,8,1032,664,120
501,24,Left,9,1032,627,120
502,24,Left,10,1032,586,121
503,24,Left,11,1032,548,121
504,24,Left,12,1032,509,121
505,24,Left,13,1032,472,121
506,25,Right,1,1004,936,124
507,25,Right,2,1004,897,124
508,25,Right,3,1004,857,124
509,25,Right,4,1004,819,124
510,25,Right,5,1004,781,125
511,25,Right,6,1004,742,125
512,25,Right,7,1004,703,125
513,25,Right,8,1004,664,125
514,25,Right,9,1004,627,125
515,25,Right,10,1004,586,126
516,25,Right,11,1004,548,126
517,25,Right,12,1004,509,126
518,25,Right,13,1004,472,126
519,25,Left,1,912,936,124
520,25,Left,2,912,897,124
521,25,Left,3,912,857,124
522,25,Left,4,912,819,124
523,25,Left,5,912,781,125
524,25,Left,6,912,742,125
525,25,Left,7,912,703,125
526,25,Left,8,912,664,125
527,25,Left,9,912,627,125
528,25,Left,10,912,586,126
529,25,Left,11,912,548,126
530,25,Left,12,912,509,126
531,25,Left,13,912,472,126
532,26,Right,1,886,936,129
533,26,Right,2,886,897,129
534,26,Right,3,886,857,129
535,26,Right,4,886,819,129
536,26,Right,5,886,781,130
537,26,Right,6,886,742,130
538,26,Right,7,886,703,130
539,26,Right,8,886,664,130
540,26,Right,9,886,627,130
541,26,Right,10,886,586,131
542,26,Right,11,886,548,131
543,26,Right,12,886,509,131
544,26,Right,13,886,472,131
545,26,Left,1,795,936,129
546,26,Left,2,795,897,129
547,26,Left,3,795,857,129
548,26,Left,4,795,819,129
549,26,Left,5,795,781,130
550,26,Left,6,795,742,130
551,26,Left,7,795,703,130
552,26,Left,8,795,664,130
553,26,Left,9,795,627,130
554,26,Left,10,795,586,131
555,26,Left,11,795,548,131
556,26,Left,12,795,509,131
557,26,Left,13,795,472,131
558,27,Right,1,768,936,134
559,27,Right,2,768,897,134
560,27,Right,3,768,857,134
561,27,Right,4,768,819,134
562,27,Right,5,768,781,135
563,27,Right,6,768,742,135
564,27,Right,7,768,703,135
565,27,Right,8,768,664,135
566,27,Right,9,768,627,135
567,27,Right,10,768,586,136
568,27,Right,11,768,548,136
569,27,Right,12,768,509,136
570,27,Right,13,768,472,136
571,27,Left,1,677,936,134
572,27,Left,2,677,897,134
573,27,Left,3,677,857,134
574,27,Left,4,677,819,134
575,27,Left,5,677,781,135
576,27,Left,6,677,742,135
577,27,Left,7,677,703,135
578,27,Left,8,677,664,135
579,27,Left,9,677,627,135
580,27,Left,10,677,586,136
581,27,Left,11,677,548,136
582,27,Left,12,677,509,136
583,27,Left,13,677,472,136
584,28,Right,1,650,936,139
585,28,Right,2,650,897,139
586,28,Right,3,650,857,139
587,28,Right,4,650,819,139
588,28,Right,5,650,781,140
589,28,Right,6,650,742,140
590,28,Right,7,650,703,140
591,28,Right,8,650,664,140
592,28,Right,9,650,627,140
593,28,Right,10,650,586,141
594,28,Right,11,650,548,141
595,28,Right,12,650,509,141
596,28,Right,13,650,472,141
597,28,Left,1,557,936,139
598,28,Left,2,557,897,139
599,28,Left,3,557,857,139
600,28,Left,4,557,819,139
601,28,Left,5,557,781,140
602,28,Left,6,557,742,140
603,28,Left,7,557,703,140
604,28,Left,8,557,664,140
605,28,Left,9,557,627,140
606,28,Left,10,557,586,141
607,28,Left,11,557,548,141
608,28,Left,12,557,509,141
609,28,Left,13,557,472,141
610,29,Right,1,520,936,144
611,29,Right,2,520,897,144
612,29,Right,3,520,857,144
613,29,Right,4,520,819,144
614,29,Right,5,520,781,145
615,29,Right,6,520,742,145
616,29,Right,7,520,703,145
617,29,Right,8,520,664,145
618,29,Right,9,520,627,145
619,29,Right,10,520,586,146
620,29,Right,11,520,548,146
621,29,Right,12,520,509,146
622,29,Right,13,520,472,146
623,29,Left,1,390,936,144
624,29,Left,2,390,897,144
625,29,Left,3,390,857,144
626,29,Left,4,390,819,144
627,29,Left,5,390,781,145
628,29,Left,6,390,742,145
629,29,Left,7,390,703,145
630,29,Left,8,390,664,145
631,29,Left,9,390,627,145
632,29,Left,10,390,586,146
633,29,Left,11,390,548,146
634,29,Left,12,390,509,146
635,29,Left,13,390,472,146
636,30,Right,1,348,936,149
637,30,Right,2,348,897,149
638,30,Right,3,348,857,149
639,30,Right,4,348,819,149
640,30,Right,5,348,781,150
641,30,Right,6,348,742,150
642,30,Right,7,348,703,150
643,30,Right,8,348,664,150
644,30,Right,9,348,627,150
645,30,Right,10,348,586,151
646,30,Right,11,348,548,151
647,30,Right,12,348,509,151
648,30,Right,13,348,472,151
649,30,Left,1,233,936,149
650,30,Left,2,233,897,149
651,30,Left,3,233,857,149
652,30,Left,4,233,819,149
653,30,Left,5,233,781,150
654,30,Left,6,233,742,150
655,30,Left,7,233,703,150
656,30,Left,8,233,664,150
657,30,Left,9,233,627,150
658,30,Left,10,233,586,151
659,30,Left,11,233,548,151
660,30,Left,12,233,509,151
661,30,Left,13,233,472,151
662,31,Right,1,193,936,154
663,31,Right,2,193,897,154
664,31,Right,3,193,857,154
665,31,Right,4,193,819,154
666,31,Right,5,193,781,155
667,31,Right,6,193,742,155
668,31,Right,7,193,703,155
669,31,Right,8,193,664,155
670,31,Right,9,193,627,155
671,31,Right,10,193,586,156
672,31,Right,11,193,548,156
673,31,Right,12,193,509,156
674,31,Right,13,193,472,156
675,31,Left,1,70,996,154
676,31,Left,2,70,920,154
677,31,Left,3,70,800,155
678,31,Left,4,70,716,155
679,31,Left,5,70,676,156
680,31,Left,6,70,549,156
681,31,Left,7,70,360,157
682,Butchers,Left,1,0,0,157
683,Butchers,Middle ,1,0,0,157
684,Butchers,Right,1,0,0,157
685,Bakery,Left,1,0,0,142
686,Bakery,Left,2,0,0,137
687,Bakery,Left,3,0,0,137
688,Bakery,Left,4,0,0,132
689,Bakery,Left,5,0,0,132
690,Bakery,Left,6,0,0,127
691,Bakery,Left,7,0,0,122
692,Bakery,Left,8,0,0,117
693,Oven Fresh,Left,1,0,0,51
694,Oven Fresh,Left,2,0,0,51
695,Oven Fresh,Left,3,0,0,51
696,Oven Fresh,Left,4,0,0,51
697,Oven Fresh,Left,5,0,0,51
