61,62,60,61,62,62,60,59,59,60,58,57,58,59,56,56,55,55,53,49,48,47,46,46,45,44,43,45,43,42,43,42,41,40,40,39,38,37,37,36,35,34,34,33,32,31,33,45,46,45,44,43,42,43,42,41,40,39,38,39,38,37,36,37,36,35,34,33,34,33,32,31,30,31,30,29,28,31,30,29,28,28,27,26,25,25,24,23,22,22,21,20,19,19,18,17,16,16,15,14,13,13,12,11,10,10,9,8,7,7,6,5,4,27,28,27,26,25,24,25,24,23,22,21,22,21,20,19,18,22,18,17,16,15,16,15,14,13,12,11,10,11,10,9,8,7,8,7,6,7,6,5,4,3,2,1,0,1,
62,63,61,62,63,63,61,60,60,61,59,58,59,60,55,55,54,54,52,50,49,48,47,47,46,45,44,46,44,43,44,43,42,41,41,40,39,38,38,37,36,35,35,34,33,32,34,46,45,44,43,42,43,44,41,40,39,40,39,38,37,36,37,36,35,34,33,34,33,32,31,30,31,30,29,28,27,32,31,30,29,29,28,27,26,26,25,24,23,23,22,21,20,20,19,18,17,17,16,15,14,14,13,12,11,11,10,9,8,8,7,6,5,28,28,26,25,24,25,24,23,22,21,22,21,20,19,18,19,22,17,16,15,16,15,14,13,12,13,12,11,10,9,10,9,8,7,6,7,8,5,4,3,4,3,2,1,0
